Overall_group,Family,Genus,Species,Size_NOW,Size_Smith,Size_Phylacine,P4,M1,M2,m1,m2,m3,m1-m3,Source_P4,Note_P4,Source_M1,Note_M1,Source_M2,Note_M2,Source_m1,Note_m1,Source_m2,Note_m2,Source_m3,Note_m3,Source_m1-m3,Note_m1-m3,Status
Carnivoramorpha,Mustelidae,Mellivora,capensis,9,NA,8.5,NA,NA,NA,14.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geraads (1997) Geobios 30 127-164,Midpoint of range,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Laphictis,mustelinus,8,8,NA,NA,NA,NA,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lars Werdelin Pers Obs,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Promeles,palaeattica,6.5,NA,NA,NA,NA,NA,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lars Werdelin Pers Obs,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Ischyrictis,bezaniensis,NA,NA,NA,NA,NA,NA,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ginsburg 2002 Annales de Paléontologie 88 115?146,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Limnonyx,pontica,9.5,NA,NA,NA,NA,NA,14.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,Willemsen (1992) Scripta Geologica 101 1-115,Midpoint of range,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Canidae,Cynarctus,voorhiesi,NA,8.28,NA,NA,NA,NA,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wang et al (1999) Bulletin of the American Museum of Natural History 243 1-391,Reported mean,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Canidae,Vulpes,praeglacialis,NA,NA,NA,NA,NA,NA,13.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baryshnikov & Tsoukala (2010) Geobios 43 389-402,Midpoint of range,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Mellalictis,mellalensis,NA,NA,NA,NA,NA,NA,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bonis et al (2009) Neues Jahrbuch für Geologie und Paläontologie 252 33-54,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Mustela,leporinum,NA,NA,NA,NA,NA,NA,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Khomenko (1914) Travaux de la Société des Naturalistes et des Amateurs des Sciences Naturelles Bessarabie 5:1-55,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Viverridae,Semigenetta,grandis,7.8,NA,NA,NA,NA,NA,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montoya et al (2001) Boletín de la Real Sociedad Española de Historia Natural. Sección geológica 96 101-109,Inferred based on figure,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Lutra,castiglionis,NA,NA,NA,NA,NA,NA,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lyras et al (2010) Journal of Biogeography 37 1007-1021,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Felidae,Felis,teilhardi,NA,NA,NA,NA,NA,NA,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qiu et al (2004) Palaeontologia Sinica, New Series C 191 1-198",Midpoint of range,NA,NA,NA,NA,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Oxyaenidae,Palaeonictis,occidentalis,NA,37.42,NA,NA,NA,NA,13.15,11.7,Not Present,NA,NA,NA,NA,NA,NA,NA,"Gunnell & Gingerich (1991) Contributions from the Museum of Paleontology, The University of Michigan 28 141- 180",Midpoint of range,"Gunnell & Gingerich (1991) Contributions from the Museum of Paleontology, The University of Michigan 28 141- 180",Reported value,NA,NA,NA,NA,Accepted
Carnivoramorpha,Musteloidea_not_assigned_to_family,Trochictis,carbonaria,17.7,NA,NA,NA,NA,NA,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grohe et al (2010) Naturwissenschaften 97 1003-1015,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Canidae,Vulpes,pulcher,NA,NA,NA,NA,NA,NA,13.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hartstone-Rose et al (2013) Transactions of the Royal Society of South Africa 68 1-9,Reported mean,NA,NA,NA,NA,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Akhnatenavus,leptognathus,NA,NA,NA,NA,NA,NA,13,14,18,NA,NA,NA,NA,NA,NA,NA,Holroyd (1999) PaleoBios 19 1-18,Reported value,Holroyd (1999) PaleoBios 19 1-18,Reported value,Holroyd (1999) PaleoBios 19 1-18,Reported value,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Dissopsalis,pyroclasticus,NA,83,NA,NA,NA,NA,13,17.5,16.5,NA,NA,NA,NA,NA,NA,NA,Savage (1965) Bulletin of the British Museum (Natural History) Geology 10 242-316,Reported value,Savage (1965) Bulletin of the British Museum (Natural History) Geology 10 242-316,Reported value,Savage (1965) Bulletin of the British Museum (Natural History) Geology 10 242-316,Reported value,NA,NA,Accepted
Carnivoramorpha,Canidae,Vulpes,lagopus,3,6.25,4.87,NA,NA,NA,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fossilworks Downloaded July 3 2020,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Felidae,Proailurus,lemanensis,14,14,NA,NA,NA,NA,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peigne (1999) Bulletin de la Société d’Histoire Naturelle de Toulouse 135 125-134,Inferred based on figure,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Viverridae,Tugenictis,ngororaensis,NA,NA,NA,NA,NA,NA,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morales & Pickford (2005) Estudios Geológicos 61 271-284,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Canidae,Cerdocyon,avius,NA,NA,NA,NA,NA,NA,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tedford et al (2009) Bulletin of the American Museum of Natural History 325:1-218,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Lontra,felina,NA,NA,30.6,NA,NA,NA,12.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prassack (2016) Journal of Vertebrate Paleontology 36 e1149075,Midpoint of range,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Lutra,lutra,8,NA,8.79,NA,NA,NA,12.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,Willemsen (1992) Scripta Geologica 101 1-115,Midpoint of range,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Lutra,simplicidens,NA,NA,NA,NA,NA,NA,12.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lyras et al (2010) Journal of Biogeography 37 1007-1021,Midpoint of range,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Felidae,Hyperailurictis,skinneri,NA,NA,NA,NA,NA,NA,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rothwell 2003 American Museum Novitates 3403 1-64,Reported mean,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Felidae,Lynx,thomasi,NA,NA,NA,NA,NA,NA,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geraads (1980) Geobios 13 441-444,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Brachypsalis,matutinus,NA,1.59,NA,NA,NA,NA,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fossilworks Downloaded July 3 2020,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Martes,sansaniensis,6,6,NA,NA,NA,NA,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lars Werdelin Pers Obs,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Ailuridae,Amphictis,cuspida,NA,NA,NA,NA,NA,NA,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baskin et al (2020) PeerJ 8 e9284,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Hyanidae,Protictitherium,llopisi,NA,NA,NA,NA,NA,NA,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lars Werdelin Pers Obs,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Felidae,Lynx,proterolyncis,NA,10.28,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fossilworks Downloaded July 3 2020,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Paralutra,jaegeri,5.5,5.5,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lars Werdelin Pers Obs,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Viverridae,Viverra,pepraxti,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rook &Martínez-Navarro (2004) Rivista Italiana di Paleontologia e Stratigrafia 110 719-723,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Lontra,weiri,NA,NA,NA,NA,NA,NA,12.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prassack (2016) Journal of Vertebrate Paleontology 36 e1149075,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Felidae,Lynx,canadensis,NA,10.19,9.37,NA,NA,NA,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rothwell 2003 American Museum Novitates 3403 1-64,Reported mean,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Procyonidae,Amphinasua,groeberi,NA,NA,NA,NA,NA,NA,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forasiepi et al (2014) Naturwissenschaften 101 965-974,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Mionictis,incertus,NA,NA,NA,NA,NA,NA,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grohe et al (2010) Naturwissenschaften 97 1003-1015,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Taxodon,hessicum,NA,NA,NA,NA,NA,NA,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morlo et al (2019) Historical Biology DOI: 10.1080/08912963.2019.1683172,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Yarshea,cruenta,NA,NA,NA,NA,NA,NA,12.26,NA,12.33,NA,NA,NA,NA,NA,NA,NA,Egi et al (2004) Journal of Vertebrate Paleontology 24 502-506,Reported value,NA,NA,Egi et al (2004) Journal of Vertebrate Paleontology 24 502-506,Reported value,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Hyaenodon,incertus,NA,NA,NA,NA,NA,NA,12.25,15,24.5,NA,NA,NA,NA,NA,NA,NA,Lange-Badre & Dashzeveg (1989) Acta Palaeontologica Polonica 34 125-148,Midpoint of range,Lange-Badre & Dashzeveg (1989) Acta Palaeontologica Polonica 34 125-148,Midpoint of range,Lange-Badre & Dashzeveg (1989) Acta Palaeontologica Polonica 34 125-148,Midpoint of range,NA,NA,Accepted
Carnivoramorpha,Procyonidae,Cyonasua,argentina,NA,NA,NA,NA,NA,NA,12.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forasiepi et al (2014) Naturwissenschaften 101 965-974,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Apterodon,intermedius,NA,NA,NA,NA,NA,NA,12.2,13.2,14,NA,NA,NA,NA,NA,NA,NA,Grohe et al (2012) PLoS One 7 e49054,Reported value,Grohe et al (2012) PLoS One 7 e49054,Reported value,Grohe et al (2012) PLoS One 7 e49054,Reported value,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Oxyaenidae,Palaeonictis,wingi,NA,NA,NA,NA,NA,NA,12.2,9.38,Not Present,NA,NA,NA,NA,NA,NA,NA,Chester et al (2010) Journal of Mammalian Evolution 17 227-243,Midpoint of range,Chester et al (2010) Journal of Mammalian Evolution 17 227-243,Midpoint of range,NA,NA,NA,NA,Accepted
Carnivoramorpha,Felidae,Styriofelis,turnauensis,10,NA,NA,NA,NA,NA,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lars Werdelin Pers Obs,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Musteloidea_not_assigned_to_family,Paramartes,pococki,4,NA,NA,NA,NA,NA,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lars Werdelin Pers Obs,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Musteloidea_not_assigned_to_family,Sinictis,dolicognathus,2,NA,NA,NA,NA,NA,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zdansky (1924) Palaeontologia Sinica, Series C 2 1-33",Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Nimravidae,Eofelis,edwardsii,NA,NA,NA,NA,NA,NA,12.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peigne (2000) Comptes Rendus de l'Academie des Sciences Series IIA Earth and Planetary Science 330 653-658,Reported mean,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Amphicynodontidae,Pachycynodon,tedfordi,NA,NA,NA,NA,NA,NA,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wang & Zhanxiang (2003) Bulletin of the American Museum of Natural History 279 116-124,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Canidae,Vulpes,corsac,7,NA,2.4,NA,NA,NA,12.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qiu et al (2004) Palaeontologia Sinica, New Series C 191 1-198",Midpoint of range,NA,NA,NA,NA,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Oxyaenidae,Apataelurus,kayi,NA,10.83,NA,NA,NA,NA,12,19.5,Not Present,NA,NA,NA,NA,NA,NA,NA,Scott (1938) Annals of the Carnegie Museum 27 113-120,Reported value,Scott (1938) Annals of the Carnegie Museum 27 113-120,Midpoint of range,NA,NA,NA,NA,Accepted
Carnivoramorpha,Amphicynodontidae,Amphicynodon,brachyrostris,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Filhol (1876) Bibliothèque de l’École des Hautes Études, Section des Sciences naturelles. Première partie 15 (4) 1-220",Reported mean,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Canidae,Canis,pinjorensis,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gaur (1987) Environment and Ecology of Early Man in Northwest India,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Canidae,Urocyon,citrinus,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tedford et al (2009) Bulletin of the American Museum of Natural History 325:1-218,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Hyanidae,Plioviverrops,guerini,6,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lars Werdelin Pers Obs,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Martes,woodwardi,3.5,3.5,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lars Werdelin Pers Obs,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Mionictis,artenensis,NA,4,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lars Werdelin Pers Obs,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Sthenictis,robustus,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cope (1890) American Naturalist 24 950-952,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Musteloidea_not_assigned_to_family,Luogale,rusingensis,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,Borths & Stevens (2017) PLoS One 12 e0185301,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Limnonyx,sinerizi,4,4,NA,NA,NA,NA,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lars Werdelin Pers Obs,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Parataxidea,crassa,4.5,4.5,NA,NA,NA,NA,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lars Werdelin Pers Obs,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Stenoplesictidae,Moghradictis,nedjema,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morlo et al (2007) Journal of Vertebrate Paleontology 27 145-159,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Barbourofelidae,Syrtosmilus,syrtensis,NA,NA,NA,NA,NA,NA,11.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,Borths & Stevens (2017) PLoS One 12 e0185301,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Hyanidae,Protictitherium,gaillardi,6,NA,NA,NA,NA,NA,11.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coca-Ortega & Pérez-Claros (2019) PeerJ 6 e6238,Reported mean,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Viverridae,Kenyalutra,songhorensis,NA,NA,NA,NA,NA,NA,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Borths & Stevens (2017) PLoS One 12 e0185301,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Parataxidea,maraghana,5,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lars Werdelin Pers Obs,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Kyawdawia,lupina,NA,NA,NA,NA,NA,NA,11.55,15.9,16.95,NA,NA,NA,NA,NA,NA,NA,Bonis et al (2018) Comptes Rendus Palevol 17 357-365,Midpoint of range,Bonis et al (2018) Comptes Rendus Palevol 17 357-365,Midpoint of range,Bonis et al (2018) Comptes Rendus Palevol 17 357-365,Midpoint of range,NA,NA,Accepted
Carnivoramorpha,Hyanidae,Plioviverrops,gaudryi,20,NA,NA,NA,NA,NA,11.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coca-Ortega & Pérez-Claros (2019) PeerJ 6 e6238,Reported mean,NA,NA,NA,NA,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Apterodon,gaudryi,NA,NA,NA,NA,NA,NA,11.5,15.25,15.75,NA,NA,NA,NA,NA,NA,NA,Grohe et al (2012) PLoS One 7 e49054,Midpoint of range,Grohe et al (2012) PLoS One 7 e49054,Midpoint of range,Grohe et al (2012) PLoS One 7 e49054,Midpoint of range,NA,NA,Accepted
Carnivoramorpha,Felidae,Namafelis,minor,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Werdelin (2012) Estudios Geológicos 67 217-222,Inferred based on figure,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Herpestidae,Herpestes,dissimilis,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mayet (1908) Annales de l'Université de Lyon, N.S. 24 1-336",Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Cernictis,repenningi,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baskin (2011) Palaeontologia Electronica 14 3.26A,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Amphicyonidae,Brachyrhynchocyon,montanus,NA,5.68,NA,NA,NA,NA,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fossilworks Downloaded July 3 2020,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Leptarctus,webbi,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bever & Zakrzewski (2009) Papers on Geology, Vertebrate Paleontology, and Biostratigraphy in Honor of Michael O. Woodburne Arizona Bulletin 65",Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Lutra,affinis,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montoya et al (2011) Estudios Geológicos 67 193-206,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Trigonictis,cookii,NA,5.37,NA,NA,NA,NA,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fossilworks Downloaded July 3 2020,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Canidae,Nyctereutes,procyonoides,6,NA,4.04,NA,NA,NA,11.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hartstone-Rose et al (2013) Transactions of the Royal Society of South Africa 68 1-9,Reported mean,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Leptarctus,woodburnei,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bever & Zakrzewski (2009) Papers on Geology, Vertebrate Paleontology, and Biostratigraphy in Honor of Michael O. Woodburne Arizona Bulletin 65",Midpoint of range,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Stenoplesictidae,Africanictis,hyaenoides,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Borths & Stevens (2017) PLoS One 12 e0185301,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Mionictis,angustidens,NA,5.17,NA,NA,NA,NA,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fossilworks Downloaded July 3 2020,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Procyonidae,Arctonasua,minima,NA,7.78,NA,NA,NA,NA,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fossilworks Downloaded July 3 2020,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Felidae,Proailurus,bournonnensis,NA,NA,NA,NA,NA,NA,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lars Werdelin Pers Obs,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Polgardia,pannonica,3.5,NA,NA,NA,NA,NA,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lars Werdelin Pers Obs,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Amphicyonidae,Cynodictis,lacustris,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,Le Verger et al (2020) Geodiversitas 42 239-255,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Miacidae,Prodaphaenus,scotti,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Janis et al (1998) Evolution of Tertiary Mammals of North America. Volume 1. Terrestrial Carnivores, Ungulates, and Ungulate like Mammals ",Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Miacidae,Uintacyon,bathygnathus,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scott (1887) Journal of the Academy of Natural Sciences, Philadelphia 9 155-185",Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Anatolictis,laevicaninus,3.5,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lars Werdelin Pers Obs,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Martes,basilii,3,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lars Werdelin Pers Obs,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Mionictis,elegans,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grohe et al (2010) Naturwissenschaften 97 1003-1015,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Musteloidea_not_assigned_to_family,Matanomictis,maniyarensis,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thewissen & Bajpai (2008) Journal of Vertebrate Paleontology 28 565-567,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Ailuridae,Alopecocyon,goeriachensis,5,NA,NA,NA,NA,NA,10.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peigne (2012) Mémoires du Muséum national d’Histoire naturelle 203 559-660,Midpoint of range,NA,NA,NA,NA,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Anasinopa,hassi,NA,NA,NA,NA,NA,NA,10.8,11.2,NA,NA,NA,NA,NA,NA,NA,NA,Tchernov et al (1987) Journal of Vertebrate Paleontology 7 284-310,Reported value,Tchernov et al (1987) Journal of Vertebrate Paleontology 7 284-310,Reported value,NA,NA,NA,NA,Accepted
Carnivoramorpha,Amphicynodontidae,Parictis,major,NA,NA,NA,NA,NA,NA,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Janis et al (1998) Evolution of Tertiary Mammals of North America. Volume 1. Terrestrial Carnivores, Ungulates, and Ungulate like Mammals ",Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Palaeomeles,pachecoi,NA,NA,NA,NA,NA,NA,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lars Werdelin Pers Obs,Reported value,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Viverridae,Viverra,howeli,NA,NA,NA,NA,NA,NA,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rook &Martínez-Navarro (2004) Rivista Italiana di Paleontologia e Stratigrafia 110 719-723,Midpoint of range,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Canidae,Vulpes,chama,NA,NA,2.96,NA,NA,NA,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hartstone-Rose et al (2013) Transactions of the Royal Society of South Africa 68 1-9,Reported mean,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Mustelidae,Leptarctus,bozemanensis,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bever & Zakrzewski (2009) Papers on Geology, Vertebrate Paleontology, and Biostratigraphy in Honor of Michael O. Woodburne Arizona Bulletin 65",Reported value,NA,NA,NA,NA,NA,NA,Accepted
